N,P,K,temperature,humidity,ph,rainfall,label
66,59,89,19.44907103,60.52610969,6.909280844,55.04189649,Spinach
70,58,115,15.36139003,54.47779462,6.295122169,43.0390451,Spinach
76,46,96,16.56698241,53.56486599,7.18274614,43.80326333,Spinach
80,43,118,15.17006665,45.34916869,6.750974838,58.32309505,Spinach
67,49,81,16.81447799,69.69862709,7.434490633,41.99918478,Spinach
60,57,93,23.20139957,44.52628458,6.149144045,45.94483451,Spinach
66,53,112,21.00972519,65.29956184,6.310570608,54.63408465,Spinach
85,48,99,14.47793936,69.3803553,6.528112364,48.04879432,Spinach
83,45,93,18.59018635,47.25273252,6.734412167,58.43727387,Spinach
73,53,111,14.34565905,51.7629961,7.026086897,59.65929203,Spinach
127,83,146,21.77591598,67.18768009,6.302211578,56.5801736,Tomato
130,61,153,14.21517431,76.51554409,6.789640576,53.01389603,Tomato
155,73,162,23.37205785,75.10171108,6.071436392,50.54015741,Tomato
129,84,126,15.48984863,67.78148338,6.723128082,53.89272521,Tomato
164,72,157,16.42547917,77.79070806,6.830368819,66.84770951,Tomato
144,76,152,25.98398432,79.19397436,6.219370857,62.41952268,Tomato
124,89,126,27.60466247,71.82325138,6.235069588,54.9577028,Tomato
151,69,130,10.75121655,73.67005079,6.870646422,71.7304882,Tomato
159,88,135,16.32214514,80.85722264,6.456786498,62.92810366,Tomato
135,79,146,16.92435356,65.73248067,6.196279989,61.03663908,Tomato
123,81,154,26.30854156,70.34420519,6.052095198,55.27049113,Tomato
165,85,172,19.57244847,83.71569028,6.470217984,61.02461896,Tomato
159,66,137,17.09153651,65.49161029,6.462625264,72.27395799,Tomato
162,77,127,23.06877507,80.44689677,6.06719641,52.51166675,Tomato
152,79,172,18.48448849,75.21399363,6.729900572,71.53459215,Tomato
133,82,145,26.0199896,73.3082334,6.952407888,54.79662569,Tomato
126,90,178,17.72895597,81.59799171,6.762620725,63.01906271,Tomato
137,76,123,13.5506276,72.92423543,6.483294744,61.96120198,Tomato
142,71,127,27.54251183,68.51983806,6.867459295,68.07310968,Tomato
135,69,174,26.05364124,73.5760954,6.005111706,56.50144868,Tomato
152,64,163,16.62463532,77.2017993,6.751891232,66.5184386,Tomato
157,71,129,23.21747278,70.53268419,6.789502507,66.15544589,Tomato
156,67,137,18.79723354,67.51633912,6.640158849,58.133405,Tomato
132,79,154,24.04131162,84.03678932,6.222679964,74.72137317,Tomato
151,67,161,14.65373839,67.98100088,6.589023871,52.45855667,Tomato
171,68,167,18.19898003,80.3144361,6.492478568,55.38472833,Tomato
144,66,162,20.53912927,67.67728028,6.704576995,56.58907786,Tomato
127,73,137,13.26996155,77.12216741,6.291838366,50.96233071,Tomato
144,75,128,17.39277606,66.62285229,6.776778882,57.89182192,Tomato
133,71,128,19.2875636,82.01247315,6.575859638,74.28698961,Tomato
157,85,136,22.5598011,69.70762496,6.131636852,74.8239848,Tomato
137,65,165,17.85677903,68.00223073,6.293177667,69.78277305,Tomato
165,86,130,14.13686185,74.91830011,6.09408736,55.56445068,Tomato
163,90,151,24.2547468,82.55848807,6.814919372,66.03903556,Tomato
172,82,161,13.10979865,71.59331624,6.601787231,65.61242036,Tomato
160,84,172,13.87217505,83.18295901,6.677637376,59.25456667,Tomato
123,81,175,10.76413733,74.40440296,6.001197916,50.70694899,Tomato
177,73,177,13.55111463,71.04874207,6.965704741,60.90656699,Tomato
168,68,178,27.21356128,72.03459224,6.053707988,62.71735857,Tomato
160,68,131,24.42665958,78.3790326,6.190054049,74.3418821,Tomato
156,70,164,15.71783684,78.5114495,6.685939253,58.03419322,Tomato
173,67,135,18.36053108,70.80249917,6.919301531,71.33141089,Tomato
178,87,123,12.87120356,69.93475474,6.275568372,74.80041842,Tomato
179,73,133,26.39243264,84.93016986,6.785119882,67.76569638,Tomato
148,64,139,27.26741735,74.21011207,6.934041453,56.85137359,Tomato
176,70,146,11.48800491,67.65572584,6.656830732,68.16872376,Tomato
174,81,123,16.07150849,82.96041633,6.565784603,71.90842742,Tomato
174,82,138,25.15748135,77.89464284,6.830594061,73.8611469,Tomato
162,77,155,18.46675984,71.8100784,6.504859905,67.4763105,Tomato
158,71,155,19.477419,70.68497649,6.073240557,56.63197597,Tomato
129,84,152,19.82153561,68.75149833,6.456621311,70.26141335,Tomato
131,71,134,23.96446938,84.67690215,6.470054717,70.68181908,Tomato
166,67,133,24.36331422,75.11629058,6.386135928,65.55555641,Tomato
180,89,124,28.33338606,80.88678495,6.152181828,73.01653293,Tomato
141,72,153,24.69268848,72.56478608,6.740050054,62.46123732,Tomato
136,77,138,18.90923516,67.62122698,6.183192104,73.42053085,Tomato
144,88,151,20.46802967,67.0279139,6.429523817,60.75299146,Tomato
130,73,140,17.05381782,69.03738451,6.143096925,50.51041868,Tomato
156,81,170,18.27794608,67.90423241,6.393852872,54.10111946,Tomato
144,71,142,11.14686791,77.88120593,6.944355371,68.1309437,Tomato
123,77,158,17.41479665,74.97542521,6.366956853,67.35835549,Tomato
135,80,123,18.37121696,82.98580374,6.828144286,56.23190361,Tomato
127,61,131,18.27019875,76.73307588,6.438169047,69.70957895,Tomato
174,77,169,16.75875105,84.23085978,6.487201134,57.73413053,Tomato
154,69,178,24.97980341,73.23038817,6.749074469,74.596148,Tomato
171,80,124,27.28565936,72.08593799,6.530432437,73.11716513,Tomato
154,77,160,17.191983,73.56838185,6.480562129,74.04794652,Tomato
128,67,129,14.78608218,73.27380661,6.247001089,61.25683201,Tomato
129,67,149,27.86762847,75.50347096,6.622035647,66.20493683,Tomato
177,68,173,14.85163666,66.92918935,6.168170941,54.20628705,Tomato
148,74,168,18.50451007,67.74559964,6.875629686,59.91609385,Tomato
152,87,175,14.04850999,68.12580876,6.67121681,66.42904421,Tomato
155,74,149,14.83942602,78.8432091,6.368994381,63.16826478,Tomato
135,62,123,27.88570059,72.79867784,6.445748063,69.18545343,Tomato
170,89,146,13.53323876,69.61459785,6.607089813,63.08460448,Tomato
151,65,169,17.83859587,65.4192932,6.261783117,51.73000087,Tomato
171,84,161,23.30322327,66.33084254,6.240232329,68.30923373,Tomato
155,85,138,15.94168139,70.96006927,6.28301785,65.46139501,Tomato
179,83,129,15.16836404,79.45062691,6.887065845,74.66590834,Tomato
174,80,159,17.53638071,81.37756939,6.949334536,59.33440681,Tomato
150,62,159,15.4158521,67.64639108,6.688194945,60.53052319,Tomato
122,72,125,25.85413632,65.50414295,6.994264263,67.054757,Tomato
171,87,157,23.85547041,75.198989,6.287805051,67.81020343,Tomato
131,74,156,22.9776653,70.3792435,6.736083215,60.84276803,Tomato
173,75,136,28.39157161,70.63047906,6.933335686,53.24257434,Tomato
150,68,137,16.09893891,72.84984934,6.642331067,51.04864955,Tomato
116,53,33,28.22058081,54.20148039,6.60971853,74.51574149,Wheat
115,54,46,25.21311492,59.58313318,6.439990124,55.57439972,Wheat
110,64,37,28.12380742,51.92008463,6.807359312,57.32011354,Wheat
114,61,33,25.09918568,58.90936947,6.642013411,71.31195199,Wheat
107,53,38,28.10502493,52.5320396,6.854974893,55.77225623,Wheat
101,51,36,26.31383384,52.56689287,6.826531449,52.16330609,Wheat
113,51,40,25.36625294,58.17051806,6.152798474,65.60296261,Wheat
103,54,38,28.58838553,57.05162128,6.6493137,69.12431281,Wheat
109,56,45,29.05495984,54.34371501,6.176830791,50.65295844,Wheat
107,51,48,28.68682493,50.22009423,6.956633771,57.38645987,Wheat
105,53,42,28.35580464,59.46458582,6.178433957,52.19897481,Wheat
100,61,48,29.44206218,54.30606015,6.996230154,51.1245236,Wheat
107,57,34,29.56170846,58.07220678,6.170602735,73.84534154,Wheat
115,69,31,29.11669219,58.30179795,6.36397264,65.69336512,Wheat
110,64,43,27.2144758,59.13561612,6.864189274,58.08849185,Wheat
120,59,41,29.12726991,50.41130758,6.409109394,52.80196716,Wheat
102,56,35,28.79705103,59.44144332,6.53722769,68.18964378,Wheat
101,55,47,25.92884047,50.26311665,6.174973276,71.44103647,Wheat
106,67,45,27.31907581,57.15786927,6.419389667,51.07131591,Wheat
110,62,45,29.71241814,54.65076031,6.132555745,59.60045108,Wheat
117,58,45,29.65988915,52.25534987,6.988138116,63.04503041,Wheat
108,57,34,26.53105106,55.7817706,6.497812423,67.31161594,Wheat
105,52,47,28.42807832,57.42956896,6.80742193,59.99624072,Wheat
116,52,48,25.08198981,54.78854224,6.98350105,51.46177369,Wheat
114,66,49,27.49646249,53.27129125,6.729080531,53.78692628,Wheat
118,64,34,27.66169487,52.08027523,6.392932589,70.50849653,Wheat
115,68,39,27.0828258,55.12946806,6.659249608,59.81222084,Wheat
108,50,32,25.18594913,55.22011439,6.932836771,55.88264624,Wheat
102,56,41,28.28737548,55.99862516,6.579548836,57.74036872,Wheat
115,56,39,28.53150536,58.61108161,6.32038448,65.52433481,Wheat
103,65,42,27.86577312,50.89787344,6.299516834,63.31138639,Wheat
103,62,41,25.0658731,54.92325295,6.82883679,62.76229674,Wheat
104,56,33,27.90120444,52.82894209,6.866421589,62.96259224,Wheat
117,61,50,28.56882564,59.65652934,6.474531699,62.56736444,Wheat
102,64,43,26.11507831,57.05327506,6.183524847,50.5454312,Wheat
110,54,32,27.4430179,54.24192126,6.907660505,54.09689338,Wheat
105,59,41,29.83236855,57.43205073,6.819578803,57.14353413,Wheat
100,54,34,25.50800624,51.20287225,6.169293702,59.77369436,Wheat
119,66,47,25.59394403,59.68034023,6.506103864,71.48178093,Wheat
103,64,41,29.22637698,54.18806462,6.864084098,58.90507107,Wheat
110,59,31,26.71811362,56.43268498,6.239692978,50.38653645,Wheat
119,62,35,28.32325826,57.36235821,6.026198776,67.49232753,Wheat
105,55,47,28.17497158,50.92908716,6.094203969,57.5195278,Wheat
116,53,39,27.5090789,54.62767395,6.142739024,62.25914294,Wheat
116,65,42,25.52068471,55.41341361,6.744915816,53.91235434,Wheat
112,64,37,28.722691,56.77787492,6.702966745,67.50415508,Wheat
117,59,45,27.16348026,52.5355658,6.904666,59.8390206,Wheat
116,53,37,26.18671962,51.05980498,6.705155556,71.87197287,Wheat
118,51,49,26.57117701,58.68519573,6.670461475,50.8441921,Wheat
107,64,42,25.00719338,55.7272936,6.700491471,61.42797686,Wheat
104,62,40,28.54946164,51.31044428,6.877145531,55.13815267,Wheat
101,55,31,28.42253054,51.85626671,6.352265445,56.25798083,Wheat
119,70,45,26.55567265,58.25832095,6.610565962,52.55277758,Wheat
108,56,46,26.4909126,55.40687049,6.608056506,58.65418485,Wheat
114,59,32,27.12591356,58.17555897,6.136060418,72.89869997,Wheat
101,57,32,25.83450616,59.97862148,6.624792712,64.64775524,Wheat
115,56,42,28.9014316,53.39267165,6.533229272,56.62529439,Wheat
116,64,43,25.40398464,54.81138309,6.421247958,56.15880162,Wheat
109,65,38,25.60781784,56.91038121,6.185700078,71.65736858,Wheat
116,70,45,27.95331871,55.8333479,6.811853656,70.95141336,Wheat
111,52,41,27.03947605,59.51789948,6.87889756,58.05617745,Wheat
117,57,42,28.96445006,57.97166797,6.941155819,66.70752055,Wheat
115,62,49,25.53086505,54.88160648,6.100899635,57.27552999,Wheat
117,53,44,29.45072665,58.36629278,6.478264085,60.92292555,Wheat
112,66,32,29.01230635,59.04986275,6.196801855,52.80456188,Wheat
120,55,40,29.46604471,57.21998937,6.916875139,62.07297742,Wheat
116,65,35,28.91982442,58.46283606,6.141579979,74.35867177,Wheat
108,69,48,27.8734229,53.05020777,6.854321658,60.65775945,Wheat
118,62,34,26.95383399,57.72542176,6.859216314,53.10453398,Wheat
107,60,33,26.45005016,59.40546765,6.175720751,53.10302426,Wheat
103,66,43,25.4098771,59.41108825,6.380207191,56.30304638,Wheat
114,65,48,27.21436437,51.61334732,6.480130584,69.73793604,Wheat
109,58,46,29.70172699,54.06442677,6.372788821,51.73348683,Wheat
113,62,35,26.39900139,50.90157392,6.018984952,71.99492089,Wheat
115,66,46,27.63430215,57.5388908,6.808353407,50.3439862,Wheat
116,57,41,29.78100425,58.2582739,6.752468386,62.39689641,Wheat
109,64,48,29.28653026,59.78704387,6.405535412,51.16257566,Wheat
114,66,37,29.59706317,56.47866247,6.394753981,50.6539921,Wheat
104,52,31,27.7157622,52.31331947,6.600560466,69.76127842,Wheat
104,69,43,29.53842356,56.01826575,6.240522753,58.68402622,Wheat
103,59,39,25.15717936,58.13476091,6.413451326,62.64123513,Wheat
102,51,42,29.17083008,53.6175704,6.546047985,68.04438086,Wheat
119,68,35,29.35153655,57.94857973,6.23522796,67.57650524,Wheat
107,65,50,25.43923521,51.72381818,6.567272417,63.92787529,Wheat
118,62,36,29.17272368,58.17186161,6.21094497,50.22493181,Wheat
109,53,33,26.49474017,57.42347123,6.100939943,74.45758585,Wheat
119,59,46,28.84106559,58.84991515,6.001178322,53.26565709,Wheat
110,57,46,27.88817146,53.75610498,6.794647091,50.92366944,Wheat
117,53,34,26.34392654,51.7284649,6.909375375,64.70586968,Wheat
115,64,32,28.09048021,52.07829788,6.592772173,61.5467803,Wheat
115,65,39,25.18835132,56.69431032,6.119964413,50.43401526,Wheat
106,56,40,28.77128038,52.84676642,6.651833421,64.95774521,Wheat
108,65,47,28.17970257,59.23168368,6.990519638,55.56182562,Wheat
91,32,114,25.916,75.524,6.06,136.561,Tea
57,37,117,24.905,70.41,6.06,122.642,Tea
89,38,112,20.115,77.531,5.76,129.649,Tea
73,40,100,20.615,70.933,6.33,101.059,Tea
52,49,104,26.745,76.519,5.82,129.666,Tea
92,25,101,21.691,72.923,6.4,127.224,Tea
52,29,91,25.882,70.567,6.18,111.565,Tea
56,28,118,21.015,71.475,5.81,123.348,Tea
82,42,104,28.366,77.823,5.9,136.757,Tea
94,39,112,24.394,76.135,6.16,132.175,Tea
72,40,116,29.72,77.05,6.11,109.008,Tea
67,35,109,22.783,76.177,6.08,105.175,Tea
72,25,118,22.991,76.87,5.87,146.72,Tea
96,38,116,22.943,77.989,5.94,124.585,Tea
100,50,105,29.307,75.97,5.66,117.13,Tea
63,35,110,21.049,73.224,6.32,138.722,Tea
92,44,95,21.683,79.862,6.11,144.404,Tea
89,25,101,29.111,73.068,6.03,123.298,Tea
77,30,113,21.894,70.64,5.72,101.128,Tea
75,48,105,22.269,70.031,6.47,114.575,Tea
76,26,102,26.455,79.065,6.38,121.881,Tea
83,47,96,29.37,78.188,5.5,126.126,Tea
91,28,90,22.018,78.867,6.32,130.198,Tea
80,26,97,21.341,78.223,5.63,128.724,Tea
66,26,91,29.626,71.3,5.73,143.49,Tea
52,28,93,23.397,70.133,5.58,100.963,Tea
74,29,96,26.972,74.109,5.97,131.861,Tea
50,47,95,27.352,78.107,6.5,118.85,Tea
97,25,117,27.05,73.322,5.73,101.382,Tea
93,33,102,21.944,73.732,6.41,111.467,Tea
74,45,118,29.946,75.868,6.48,136.072,Tea
76,31,99,24.029,72.361,5.96,125.821,Tea
51,47,102,28.292,77.526,6.32,133.746,Tea
84,45,117,26.358,79.752,5.54,107.148,Tea
90,33,105,25.061,74.303,6.36,126.655,Tea
70,46,93,21.82,78.165,6.15,121.508,Tea
66,29,100,29.813,70.048,5.55,122.329,Tea
72,45,98,29.75,77.297,6.45,109.395,Tea
80,48,101,29.555,77.928,5.66,101.996,Tea
93,32,94,27.26,76.099,5.61,110.719,Tea
68,33,104,21.102,74.174,6.26,115.949,Tea
81,46,90,21.465,71.456,6.41,135.771,Tea
55,30,108,20.409,71.196,6.25,116.97,Tea
90,25,107,26.492,72.035,6.29,104.124,Tea
99,43,113,26.619,78.878,5.63,107.006,Tea
91,28,108,29.986,73.068,5.64,138.663,Tea
99,31,116,28.806,75.427,6.33,108.417,Tea
69,25,102,28.891,71.62,5.81,133.023,Tea
70,30,97,26.92,75.108,6,102.023,Tea
63,36,98,23.186,73.703,5.56,142.128,Tea
57,32,94,26.587,71.15,5.99,141.075,Tea
55,28,99,23.603,78.14,5.7,116.793,Tea
64,26,92,21.052,70.993,5.85,125.849,Tea
62,26,110,29.669,75.623,5.53,108.775,Tea
75,30,105,24.022,79.4,6.36,130.658,Tea
90,30,116,27.196,72.174,5.83,107.935,Tea
60,48,118,26.938,73.895,6.5,122.01,Tea
98,29,119,23.137,78.987,6.32,106.015,Tea
79,29,92,26.257,78.668,6.42,135.59,Tea
75,48,110,29.319,79.76,5.65,128.999,Tea
96,48,93,27.409,77.54,5.75,105.561,Tea
68,40,106,29.698,78.459,5.99,136.205,Tea
80,41,109,26.112,72.251,6.37,112.658,Tea
64,39,96,25.004,72.122,6.27,145.122,Tea
91,50,119,29.221,77.656,5.97,143.549,Tea
81,27,109,23.918,75.47,5.68,118.784,Tea
78,42,92,25.071,75.258,5.56,133.537,Tea
76,35,112,23.937,70.754,6.19,122.612,Tea
55,44,117,20.188,78.237,6.33,142.401,Tea
77,41,107,27.586,78.001,6.48,145.451,Tea
93,48,93,23.022,79.073,5.56,108.687,Tea
56,42,90,21.246,77.89,6.47,102.962,Tea
76,29,107,23.064,76.507,6.24,118.117,Tea
59,41,109,21.468,78.601,5.74,131.411,Tea
92,34,108,27.092,71.801,6.16,128.287,Tea
62,44,105,28.347,74.588,5.68,101.628,Tea
57,41,102,23.725,73.334,6,103.107,Tea
98,28,100,23.56,71.727,6.35,135.084,Tea
51,41,117,26.738,75.7,6.39,149.752,Tea
89,27,106,25.982,70.275,6.23,124.296,Tea
56,29,113,28.001,79.56,6.04,127.051,Tea
89,36,108,26.711,74.978,5.71,124.424,Tea
69,47,97,29.124,74.63,5.68,106.34,Tea
53,50,104,29.222,71.115,6.4,139.577,Tea
87,33,105,25.258,73.431,6.41,123.527,Tea
62,37,96,24.701,79.12,6.21,124.005,Tea
66,33,117,28.627,70.213,6.35,130.872,Tea
98,43,110,29.679,70.01,6.14,127.963,Tea
71,35,107,20.26,74.594,6.21,142.172,Tea
82,41,108,23.106,79.272,5.9,131.736,Tea
52,48,98,29.461,79.618,5.65,132.885,Tea
68,41,117,22.125,70.553,6.39,116.94,Tea
57,36,115,28.628,74.346,6.13,132.087,Tea
80,47,104,20.197,77.495,6.45,124.453,Tea
72,37,95,28.553,70.569,5.65,131.3,Tea
56,48,94,22.497,76.504,6.07,128.346,Tea
99,39,105,25.33,73.681,5.88,108.537,Tea
69,45,90,20.498,75.534,5.98,103.224,Tea
55,30,106,27.309,78.448,5.64,143.059,Tea
74,43,117,26.805,76.07,6.31,104.95,Tea
55,32,41,25.979,62.133,6.54,110.898,Cashews
62,34,52,26.122,61.507,6.39,116.875,Cashews
42,32,52,28.239,67.012,6.43,98.909,Cashews
74,22,59,25.366,64.348,6.85,89.335,Cashews
44,20,45,29.323,69.373,6.18,83.967,Cashews
41,21,45,31.657,68.891,6.34,84.199,Cashews
75,27,52,27.731,61.039,6.19,83.547,Cashews
54,38,48,31.131,64.69,6.54,103.539,Cashews
42,39,55,26.957,60.921,6.3,99.515,Cashews
54,23,56,28.249,69.156,6.67,96.037,Cashews
44,20,54,25.038,67.688,6.43,98,Cashews
55,37,55,31.79,60.007,6.66,89.41,Cashews
59,36,52,28.577,66.658,6.23,98.724,Cashews
70,35,43,33.773,64.199,6.48,94.047,Cashews
80,38,49,33.418,68.097,6.94,91.715,Cashews
78,31,40,34.255,69.251,6.36,113.614,Cashews
49,24,45,33.026,61.773,6.89,81.252,Cashews
51,36,54,25.166,60.9,6.73,118.565,Cashews
50,34,49,25.021,60.745,6.62,101.834,Cashews
58,36,54,28.169,60.784,6.34,107.183,Cashews
58,38,55,31.374,60.845,6.59,104.684,Cashews
47,38,42,32.532,68.517,6.54,86.682,Cashews
73,34,54,28.185,61.53,6.51,90.974,Cashews
53,39,46,25.422,64.555,6.22,88.797,Cashews
68,30,59,33.653,67.818,6.35,116.875,Cashews
52,31,57,28.811,60.709,6.27,117.306,Cashews
73,22,59,27.738,68.502,6.05,81.757,Cashews
79,40,47,26.356,65.672,6.46,112.611,Cashews
51,34,59,25.049,68.8,6.99,94.689,Cashews
59,22,45,30.053,67.907,6.15,81.499,Cashews
74,24,47,25.318,69.654,6.16,105.843,Cashews
79,21,45,34.17,60.001,6.3,80.347,Cashews
68,23,43,28.191,69.15,6.54,86.397,Cashews
41,27,49,30.035,61.323,6.57,111.288,Cashews
44,20,40,27.479,64.71,6.29,113.91,Cashews
71,28,56,26.413,66.268,6.11,95.2,Cashews
43,20,52,31.438,64.891,7,92.594,Cashews
74,28,47,27.532,60.637,6.27,107.126,Cashews
43,30,40,29.204,67.999,6.43,104.05,Cashews
41,25,50,26.851,62.078,6.49,81.442,Cashews
49,31,43,25.221,67.072,6.39,89.744,Cashews
75,21,53,34.775,64.848,6.18,117.37,Cashews
40,20,58,28.783,64.298,6.04,92.068,Cashews
71,34,51,32.014,67.439,6.14,106.175,Cashews
75,35,51,27.146,62.39,6.36,98.447,Cashews
59,39,53,32.46,64.131,6.29,101.948,Cashews
48,24,53,25.747,63.724,6.54,118.279,Cashews
62,25,52,29.52,60.24,6.56,111.263,Cashews
56,33,55,28.982,64.507,6.48,101.123,Cashews
47,35,48,32.521,60.592,6.48,89.739,Cashews
80,22,43,32.713,62.613,6.63,99.79,Cashews
53,39,57,34.654,67.056,6.5,113.159,Cashews
65,28,50,30.088,65.995,6.03,80.893,Cashews
73,23,44,34.006,64.481,6.96,102.408,Cashews
77,38,49,33.981,67.943,6.58,103.325,Cashews
74,25,53,32.784,67.112,6.79,87.477,Cashews
55,33,47,32.138,65.79,6.09,114.63,Cashews
55,27,44,26.822,67.644,6.41,106.982,Cashews
64,30,40,34.604,68.287,6.8,93.037,Cashews
57,34,42,34.469,64.892,6.83,95.68,Cashews
45,39,58,34.301,64.867,6.81,90.955,Cashews
73,39,40,32.485,67.635,6.94,106.487,Cashews
48,21,46,34.326,60.286,6.78,98.914,Cashews
62,26,57,32.925,64.08,6.42,83.797,Cashews
77,21,47,27.821,67.158,6.55,88.777,Cashews
76,28,53,32.44,63.375,6.77,90.386,Cashews
63,32,59,31.562,61.041,6.86,80.164,Cashews
54,34,55,30.358,60.96,7,103.576,Cashews
53,36,57,32.52,61.49,7,100.591,Cashews
58,21,48,34.528,62.603,6.19,114.195,Cashews
40,36,42,34.08,67.241,6.54,101.05,Cashews
50,24,56,29.835,60.106,6.76,94.289,Cashews
49,25,53,34.445,65.546,6.57,91.913,Cashews
52,32,49,29.469,60.911,6.7,91.392,Cashews
40,22,59,32.234,68.569,6.91,90.573,Cashews
56,30,51,25.534,63.363,6.71,109.86,Cashews
57,22,48,26.088,66.704,6.82,84.998,Cashews
51,37,46,32.663,67.22,6.11,93.16,Cashews
67,39,50,27.263,69.349,6.14,105.215,Cashews
53,37,60,26.565,69.739,6.37,87.643,Cashews
57,34,51,33.885,65.379,6.18,80.292,Cashews
75,36,42,25.101,66.46,6.68,86.833,Cashews
46,38,44,34.335,62.902,6.16,102.662,Cashews
48,29,45,31.029,65.116,6.57,99.112,Cashews
76,26,43,30.21,62.439,6.21,104.501,Cashews
69,30,46,32.901,64.521,6.56,93.392,Cashews
42,32,43,32.847,60.201,6.27,92.185,Cashews
60,34,57,27.853,68.176,6.69,117.113,Cashews
66,26,47,30.292,68.629,6.35,115.776,Cashews
54,32,40,31.934,62.043,6.62,98.947,Cashews
50,40,60,26.586,66.151,6.69,89.857,Cashews
56,30,44,25.568,61.482,6.61,85.36,Cashews
58,37,52,32.784,60.077,7,93.277,Cashews
71,22,48,33.317,62.113,6.77,102.016,Cashews
51,37,40,25.177,62.011,6.17,103.626,Cashews
51,32,59,29.861,66.911,6.47,102.812,Cashews
52,38,51,34.037,62.882,6.78,93.702,Cashews
80,26,58,33.096,64.045,6.6,94.195,Cashews
67,32,42,25.313,68.726,6.11,89.931,Cashews
41,21,56,27.335,65.774,6.03,86.056,Cashews
104,76,70,29.076,66.806,6.79,271.06,Sugarcane
114,52,78,32.479,71.882,6.99,268.633,Sugarcane
98,42,70,34.001,65.881,7.12,265.618,Sugarcane
119,58,75,26.206,74.83,6.39,273.008,Sugarcane
97,66,60,34.001,72.512,6.71,228.807,Sugarcane
108,68,79,34.417,73.935,6.12,209.339,Sugarcane
109,49,62,31.713,73.22,6.47,226.302,Sugarcane
83,64,61,29.04,64.623,6.26,254.626,Sugarcane
110,44,76,27.051,69.679,6.41,254.764,Sugarcane
101,78,71,32.584,70.705,6.88,219.931,Sugarcane
107,57,70,27.405,66.931,6.76,245.413,Sugarcane
80,63,72,27.441,70.905,7.02,296.952,Sugarcane
94,63,77,34.709,61.41,6.01,210.561,Sugarcane
111,69,64,25.449,73.999,6.32,275.277,Sugarcane
81,46,65,32.631,64.031,7.5,285.652,Sugarcane
89,62,74,26.822,64.57,6.42,271.222,Sugarcane
98,57,72,29.973,70.263,7.45,248.72,Sugarcane
118,78,71,27.796,61.235,6.18,268.511,Sugarcane
89,42,79,29.516,65.956,6.04,267.121,Sugarcane
85,52,63,25.307,63.548,7.44,215.829,Sugarcane
97,77,78,31.609,63.027,7.31,270.764,Sugarcane
89,73,63,25.747,62.177,6.73,283.682,Sugarcane
96,61,63,29.492,74.334,6.98,294.433,Sugarcane
86,54,78,28.246,60.286,6.25,246.466,Sugarcane
82,68,80,26.501,74.29,6.49,275.272,Sugarcane
82,68,65,27.582,61.969,6.26,297.457,Sugarcane
96,80,77,26.249,71.414,6.48,241.247,Sugarcane
88,52,63,29.83,72.006,6.32,247.222,Sugarcane
119,63,60,31.923,66.322,7.31,263.615,Sugarcane
81,57,72,26.454,64.239,7,238.488,Sugarcane
88,47,79,34.685,65.164,6.32,291.743,Sugarcane
112,58,78,33.897,60.809,6.6,278.457,Sugarcane
83,67,65,29.539,67.917,7.01,298.323,Sugarcane
92,61,62,34.689,67.305,7.09,278.734,Sugarcane
114,67,62,27.486,74.362,6.97,241.747,Sugarcane
85,72,63,33.516,60.439,6.29,298.328,Sugarcane
95,53,73,25.001,68.023,6.71,279.84,Sugarcane
119,77,72,26.712,63.606,6.46,240.308,Sugarcane
114,78,65,28.915,66.233,7.35,210.983,Sugarcane
119,46,64,27.016,68.036,6.48,226.96,Sugarcane
83,55,66,31.39,66.396,6.03,236.545,Sugarcane
113,66,68,26.005,65.83,7.35,291.613,Sugarcane
81,45,63,27.981,64.281,7.29,252.001,Sugarcane
105,49,65,26.707,74.803,6.43,263.046,Sugarcane
84,78,62,29.817,70.58,6.43,201.364,Sugarcane
83,50,80,34.748,61.597,6.98,285.239,Sugarcane
96,51,75,32.06,70.596,6.84,283.898,Sugarcane
111,56,70,28.09,71.73,6.52,260.622,Sugarcane
113,47,62,32.86,60.718,6.04,271.034,Sugarcane
107,78,65,33.768,73.611,7.1,283.558,Sugarcane
114,42,75,28.103,61.25,6.05,240.414,Sugarcane
86,65,74,28.634,60.193,6.09,240.871,Sugarcane
87,78,60,30.969,63.803,6.23,265.493,Sugarcane
105,47,61,31.906,73.726,6.5,244.93,Sugarcane
113,57,76,31.022,68.604,7.22,282.445,Sugarcane
96,60,76,31.345,66.046,6.44,228.363,Sugarcane
95,52,72,28.438,72.011,6.88,295.066,Sugarcane
91,55,73,25.089,65.139,7.41,293.764,Sugarcane
119,74,69,31.414,68.769,7.28,258.066,Sugarcane
84,77,63,32.632,63.256,6.13,265.945,Sugarcane
91,77,70,28.342,68.573,6.4,259.906,Sugarcane
94,51,63,29.353,63.593,6.99,204.323,Sugarcane
93,73,68,30.36,61.083,7.49,230.425,Sugarcane
84,79,70,30.034,73.914,7.44,207.819,Sugarcane
93,44,69,26.772,62.889,6.05,234.793,Sugarcane
106,42,78,25.54,66.313,7.38,278.388,Sugarcane
101,75,74,29.453,72.645,6.86,239.169,Sugarcane
119,56,64,27.136,61.92,7.12,248.512,Sugarcane
81,63,68,26.227,64.837,6.93,217.57,Sugarcane
80,53,74,30.617,61.386,6.14,229.304,Sugarcane
83,43,78,31.697,61.679,6.07,226.115,Sugarcane
